,GEO.id,zip_code,GEO.display-label,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health
784,8600000US61847,61847,ZCTA5 61847,1018,68,3.3,5,4.4,62500,72131,7.7,26.5
785,8600000US61848,61848,ZCTA5 61848,179,60.3,4.3,0,0,47000,50284,6.3,31.6
786,8600000US61849,61849,ZCTA5 61849,1313,66.5,1.4,5.4,12.2,60083,87833,8.1,27.4
787,8600000US61850,61850,ZCTA5 61850,476,67,4.2,6.5,6.5,70139,72157,6.2,37.5
788,8600000US61851,61851,ZCTA5 61851,266,69.2,2.7,2.1,17.1,48929,60787,13.1,29.9
789,8600000US61852,61852,ZCTA5 61852,242,57,1.8,4.4,18.6,41250,67726,18.7,25.1
790,8600000US61853,61853,ZCTA5 61853,10040,69.3,4.2,1,5.5,73295,91556,7.1,24
791,8600000US61854,61854,ZCTA5 61854,1366,64.9,5.4,3.8,6.8,56453,64497,7.1,33.1
792,8600000US61855,61855,ZCTA5 61855,192,62.5,0,0,26.6,76442,71718,6.2,51.5
793,8600000US61856,61856,ZCTA5 61856,5735,66.5,1.4,4.9,5,73805,96282,4.9,25.7
794,8600000US61857,61857,ZCTA5 61857,95,54.7,21.2,5.8,17.3,35833,40517,14.8,37
795,8600000US61858,61858,ZCTA5 61858,2343,66,6,4.6,7.3,53581,62634,4.5,33.2
796,8600000US61859,61859,ZCTA5 61859,979,74.7,0.7,1.5,4.2,75139,85390,2.9,20.3
797,8600000US61862,61862,ZCTA5 61862,404,84.7,1.4,4.3,10.1,67969,74061,6.2,23.3
798,8600000US61863,61863,ZCTA5 61863,589,62,4.3,1.9,4,59000,71704,4.2,34.3
799,8600000US61864,61864,ZCTA5 61864,1409,74.7,1.3,1.7,2.9,71492,84843,3.4,18.7
800,8600000US61865,61865,ZCTA5 61865,1105,65.2,2.8,4.3,7,52417,62224,8.1,26.6
801,8600000US61866,61866,ZCTA5 61866,10761,69.3,8,5,18.8,38704,50078,17.2,42
802,8600000US61870,61870,ZCTA5 61870,1210,60.1,7.3,4.7,8.1,51333,58615,5.9,38.1
803,8600000US61871,61871,ZCTA5 61871,196,69.4,2.5,5.9,10.2,60000,76980,8.2,33.9
804,8600000US61872,61872,ZCTA5 61872,792,66.2,13.6,1.4,6.1,68750,61462,12.2,32.8
805,8600000US61873,61873,ZCTA5 61873,4516,77.4,1.3,3.2,4.3,73539,81533,5.2,21
806,8600000US61874,61874,ZCTA5 61874,5600,62.5,6.4,3.9,12.5,58085,73799,6,19.4
807,8600000US61875,61875,ZCTA5 61875,528,61.4,13.6,7.1,4.3,51944,73796,19.1,28.3
808,8600000US61876,61876,ZCTA5 61876,753,56.7,6.7,4.9,6.4,46193,55226,8.3,40.7
809,8600000US61877,61877,ZCTA5 61877,1459,72.4,2.6,2.3,8.4,61383,74670,7.9,30
810,8600000US61878,61878,ZCTA5 61878,1105,72.5,3.2,2,8.8,55875,64267,13.3,27.1
811,8600000US61880,61880,ZCTA5 61880,3260,72.9,3.7,2.5,6.2,65735,78266,6.4,28.8
812,8600000US61882,61882,ZCTA5 61882,520,67.3,0.7,2.7,10.7,56094,70580,3.8,30.1
813,8600000US61883,61883,ZCTA5 61883,3508,59.1,6.1,6.7,20.8,39075,50518,7.3,39.1
814,8600000US61884,61884,ZCTA5 61884,905,69.8,2.2,2.4,4.1,85260,86075,7.4,25.4
815,8600000US61910,61910,ZCTA5 61910,3162,66.2,5.3,3.8,11.6,49613,65635,23.1,32
816,8600000US61911,61911,ZCTA5 61911,3683,61.4,2.2,7.9,12.1,49000,59692,37.8,20.6
817,8600000US61912,61912,ZCTA5 61912,1117,65.9,7.5,6.4,13,46458,57221,13,26.2
818,8600000US61913,61913,ZCTA5 61913,1229,65.1,5.3,5.5,11,56000,60455,11.4,36.8
819,8600000US61914,61914,ZCTA5 61914,1305,69.3,0.9,4.7,20.7,38972,52214,10.8,39.1
820,8600000US61917,61917,ZCTA5 61917,440,70,6.8,1.7,13.9,46576,58255,8.8,46
821,8600000US61919,61919,ZCTA5 61919,835,62.4,1.6,4.7,7.1,57500,71150,8.3,25
822,8600000US61920,61920,ZCTA5 61920,22821,61.3,14.8,10.3,16.1,31386,52008,12.7,24.4
823,8600000US61924,61924,ZCTA5 61924,1988,61.5,6.5,8.4,13.4,45625,62808,7.1,38.9
824,8600000US61925,61925,ZCTA5 61925,677,80.5,0,4.8,3.8,79219,82632,12.6,15
825,8600000US61928,61928,ZCTA5 61928,1020,59.5,0,1.3,11.8,72933,77744,7.7,31.4
826,8600000US61929,61929,ZCTA5 61929,549,62.7,6.8,4.4,9.8,47891,53135,9.8,41.4
827,8600000US61930,61930,ZCTA5 61930,374,62.3,3.2,10.2,15,48036,55164,11.9,32.5
828,8600000US61931,61931,ZCTA5 61931,935,72.4,2.1,9.5,10.4,46438,60574,38.3,27.8
829,8600000US61932,61932,ZCTA5 61932,390,60.8,2.7,9.1,18.2,33846,51678,15,38.3
830,8600000US61933,61933,ZCTA5 61933,908,58.1,9.9,12.1,9.9,39167,46660,12.5,46.5
831,8600000US61936,61936,ZCTA5 61936,115,71.3,0,0,0,79125,92726,6.6,11.7
832,8600000US61937,61937,ZCTA5 61937,1619,61.3,3.3,6.9,7.5,49813,65191,14,31.7
833,8600000US61938,61938,ZCTA5 61938,17633,64,8.5,8.4,14.2,38639,55352,12.1,41
834,8600000US61940,61940,ZCTA5 61940,210,57.6,11.4,3.8,14.3,34875,42982,10.6,54.2
835,8600000US61941,61941,ZCTA5 61941,37,62.2,27.3,0,0,54063,45791,0,78.4
836,8600000US61942,61942,ZCTA5 61942,998,65.1,5.3,4.5,10.4,51806,54307,16.6,34
837,8600000US61943,61943,ZCTA5 61943,1157,58.9,3.1,6.1,18.6,42500,52381,10.3,45
838,8600000US61944,61944,ZCTA5 61944,10168,60.7,11.3,7.8,14.8,41927,53643,11.8,41.2
839,8600000US61949,61949,ZCTA5 61949,166,63.9,9,3.4,21.3,45750,45073,8.7,53.8
840,8600000US61951,61951,ZCTA5 61951,6400,57.1,4.9,5.5,13.7,43958,59059,10.2,35
841,8600000US61953,61953,ZCTA5 61953,4928,69.6,2.6,6.1,8.5,53584,63814,12.4,28.9
842,8600000US61955,61955,ZCTA5 61955,115,53.9,0,9.7,33.9,32500,37244,6.7,53.7
843,8600000US61956,61956,ZCTA5 61956,2160,67.6,6.7,8.5,9.3,46500,53542,11.4,35.8
844,8600000US61957,61957,ZCTA5 61957,1660,64.6,6.7,6.7,13.4,50956,57818,8.9,34.2
845,8600000US62001,62001,ZCTA5 62001,1395,63.4,5,7.2,7.1,75417,80736,9.4,23.3
846,8600000US62002,62002,ZCTA5 62002,25419,60.1,8.1,7.1,16.4,40762,52514,11.6,39.5
847,8600000US62006,62006,ZCTA5 62006,488,63.9,11.3,5.9,6.8,64167,83271,5.6,38.5
848,8600000US62009,62009,ZCTA5 62009,1533,65.7,10.7,4.4,15.7,39444,49951,12.9,41.9
849,8600000US62010,62010,ZCTA5 62010,8873,64.1,6.7,4.3,11.2,56587,68343,5.6,34
850,8600000US62011,62011,ZCTA5 62011,234,46.2,28.1,0,12.3,32000,40144,11.4,49.4
851,8600000US62012,62012,ZCTA5 62012,5464,67.2,2.7,2.6,6.7,64492,71545,9.9,27.7
852,8600000US62013,62013,ZCTA5 62013,422,56.6,5.1,2.1,12.7,43906,54753,11.2,42.3
853,8600000US62014,62014,ZCTA5 62014,3474,62,2.1,2.5,12.6,54770,65037,10.6,33.2
854,8600000US62015,62015,ZCTA5 62015,330,68.5,2.6,5.3,8.4,39338,57568,12.2,31.9
855,8600000US62016,62016,ZCTA5 62016,3081,64.2,5.6,4.3,11,46648,56973,8.3,33.2
856,8600000US62017,62017,ZCTA5 62017,615,55.3,6.6,8.4,11.4,39762,64729,12.3,41
857,8600000US62018,62018,ZCTA5 62018,3155,54.6,16.8,3.4,11,39375,48730,11,49.6
858,8600000US62019,62019,ZCTA5 62019,351,45.3,5.2,1.7,5.2,47292,56859,21.2,37.9
859,8600000US62021,62021,ZCTA5 62021,704,54,0,9.6,0,69417,92653,7,41.5
860,8600000US62022,62022,ZCTA5 62022,786,67.4,8.7,4,28.2,46382,53839,14.7,17.8
861,8600000US62023,62023,ZCTA5 62023,63,57.1,0,0,19.4,53750,64664,11.4,44.3
862,8600000US62024,62024,ZCTA5 62024,8103,58.6,3.9,9.6,14.6,43592,53586,11.9,42.3
863,8600000US62025,62025,ZCTA5 62025,27460,66.1,6.3,3.8,6.6,72877,92766,7,16.6
864,8600000US62027,62027,ZCTA5 62027,436,64.7,11,2.5,7.6,49400,62814,5.7,35.4
865,8600000US62028,62028,ZCTA5 62028,1155,62.4,8.5,4.8,6.1,67938,82728,11,12.2
866,8600000US62030,62030,ZCTA5 62030,101,54.5,8,18,26,22143,25858,25.7,62.1
867,8600000US62031,62031,ZCTA5 62031,680,63.5,4,11.4,11.1,48900,51655,16,36.6
868,8600000US62032,62032,ZCTA5 62032,485,51.8,4.2,1.5,26,32279,51688,4.4,36.8
869,8600000US62033,62033,ZCTA5 62033,3782,61.6,6,5.6,16,43482,54807,14.1,40.5
870,8600000US62034,62034,ZCTA5 62034,10895,70.5,4.7,3.3,10.1,69696,86562,8,22.2
871,8600000US62035,62035,ZCTA5 62035,13247,60,3,2.8,9.3,58481,71452,6.4,31.5
872,8600000US62036,62036,ZCTA5 62036,576,55.6,2.4,1.4,8.4,54231,74581,5.6,45.5
873,8600000US62037,62037,ZCTA5 62037,1576,55.8,9.4,3,10.4,48393,76232,8.7,41.7
874,8600000US62040,62040,ZCTA5 62040,34832,62.4,9.9,6.1,11.6,45737,54169,13,37.5
875,8600000US62044,62044,ZCTA5 62044,1877,70.6,4.8,6,12.3,46313,54683,9.2,35.9
876,8600000US62045,62045,ZCTA5 62045,428,55.1,3.4,0,12.9,46917,63161,6.8,30.1
877,8600000US62046,62046,ZCTA5 62046,551,76.8,0,0,2.5,83281,84590,3,23.7
878,8600000US62047,62047,ZCTA5 62047,1481,58.4,4.8,5.8,15.1,52214,63583,3.8,36.4
879,8600000US62048,62048,ZCTA5 62048,1216,58.4,4.6,6.8,12,42902,49118,12.8,34.8
880,8600000US62049,62049,ZCTA5 62049,9308,27.3,5.1,5.5,19.3,48026,57331,9,39.3
881,8600000US62050,62050,ZCTA5 62050,293,57.7,2.6,19.7,16.4,33000,40934,16,55.5
882,8600000US62051,62051,ZCTA5 62051,533,55.7,7.5,8.3,7.2,47150,88237,7.8,41.5
883,8600000US62052,62052,ZCTA5 62052,10536,62.3,5,3.6,15,53457,62008,9.3,26.2
884,8600000US62053,62053,ZCTA5 62053,397,65.7,10.1,1.8,15.4,44722,49218,7.8,48.5
885,8600000US62054,62054,ZCTA5 62054,459,64.5,4.4,3.2,11.1,46786,51184,13,38.7
886,8600000US62056,62056,ZCTA5 62056,6954,54.6,7.9,5.8,14.2,41370,51860,7.9,47.4
887,8600000US62058,62058,ZCTA5 62058,592,62,3.3,7.1,16.7,41184,47474,16,39.9
888,8600000US62059,62059,ZCTA5 62059,570,65.8,27.4,20.5,15.8,16016,32841,23.4,50.6
889,8600000US62060,62060,ZCTA5 62060,3875,50.6,26.4,12.1,16.3,20692,38639,19.1,56
890,8600000US62061,62061,ZCTA5 62061,1662,66.4,2,2.9,5.8,66875,85557,4.9,24.7
891,8600000US62062,62062,ZCTA5 62062,6628,65.1,5,0.9,7.7,79841,99325,3.3,24
892,8600000US62063,62063,ZCTA5 62063,822,64.6,5.6,3.6,14,54074,69699,13.2,40.5
893,8600000US62065,62065,ZCTA5 62065,50,56,28.6,0,71.4,-,N,23.4,76.6
894,8600000US62067,62067,ZCTA5 62067,1715,65.7,1.4,2.8,7.6,50677,63401,3.1,35.1
895,8600000US62069,62069,ZCTA5 62069,2645,62.4,5.4,5.1,10.8,46641,56876,7.7,37
896,8600000US62070,62070,ZCTA5 62070,11,0,0,0,100,-,N,0,100
897,8600000US62074,62074,ZCTA5 62074,885,59.3,2.5,5.8,7.8,58750,70597,9.6,28.8
898,8600000US62075,62075,ZCTA5 62075,2666,56.1,6.7,6.3,19.2,40799,58229,6.9,36.9
899,8600000US62076,62076,ZCTA5 62076,66,53,4.9,7.3,19.5,43125,40907,10.5,38.2
900,8600000US62077,62077,ZCTA5 62077,183,39.3,12.4,19.8,14.9,28125,33974,14.3,53
901,8600000US62078,62078,ZCTA5 62078,101,62.4,10.9,7.3,23.6,27250,38793,11.1,41.3
902,8600000US62079,62079,ZCTA5 62079,258,59.7,5,0,5.8,55833,64241,9.3,24.8
903,8600000US62080,62080,ZCTA5 62080,2221,62,8,4.8,17.3,44883,52696,11.9,35.2
904,8600000US62081,62081,ZCTA5 62081,246,61.4,0.8,4,8.1,56429,71679,8.9,41.2
905,8600000US62082,62082,ZCTA5 62082,2355,54,13.1,5.8,13.9,41891,48335,12.4,33.7
906,8600000US62083,62083,ZCTA5 62083,228,60.1,0,0,12.1,33929,42344,19.5,55.1
907,8600000US62084,62084,ZCTA5 62084,1246,65.1,6.6,7.6,13,44698,51557,15,34.4
908,8600000US62085,62085,ZCTA5 62085,127,46.5,4.3,4.3,4.3,41023,45751,6.4,55.2
909,8600000US62086,62086,ZCTA5 62086,1253,49.6,25,8.3,6.7,29890,41055,13.1,54.6
910,8600000US62087,62087,ZCTA5 62087,1789,66.2,5.7,6.6,15.7,43281,48446,13.4,37.5
911,8600000US62088,62088,ZCTA5 62088,5838,60.8,4.3,6.5,13.4,49073,57909,9.5,36.2
912,8600000US62089,62089,ZCTA5 62089,299,56.9,4.6,10.9,25.1,39821,45558,6.5,46.6
913,8600000US62090,62090,ZCTA5 62090,827,54.8,17.9,9.9,34.7,21149,29556,18.9,55.3
914,8600000US62091,62091,ZCTA5 62091,242,61.2,0,4.2,15.8,51538,58765,4.6,37.3
915,8600000US62092,62092,ZCTA5 62092,2488,56.4,6.9,7.5,18.6,38214,50006,9.3,52.6
916,8600000US62093,62093,ZCTA5 62093,325,51.1,10.2,10.2,21.8,28266,39122,30.4,53.5
917,8600000US62094,62094,ZCTA5 62094,755,51.8,5.8,3,31.4,33750,48519,13.4,45.9
918,8600000US62095,62095,ZCTA5 62095,8975,64.3,8.4,6.1,13.2,48790,54323,12.9,36.6
919,8600000US62097,62097,ZCTA5 62097,1975,62.5,5.6,6,9.8,64196,76873,8.4,27.4
920,8600000US62098,62098,ZCTA5 62098,105,64.8,0,0,8.5,61750,62198,25.4,11.5
921,8600000US62201,62201,ZCTA5 62201,4317,50.5,36.2,11.4,18.7,16611,25318,19.3,66.2
922,8600000US62203,62203,ZCTA5 62203,6283,48,11.9,12.6,14.9,28308,37039,22.2,49.4
923,8600000US62204,62204,ZCTA5 62204,6580,44.1,31.1,13.3,17.2,16751,26744,20.8,62.2
924,8600000US62205,62205,ZCTA5 62205,7368,47.8,18.4,14.8,25.1,22054,30591,21.6,57.8
925,8600000US62206,62206,ZCTA5 62206,12076,57.5,16.2,9.7,15.1,31110,41140,16,50.9
926,8600000US62207,62207,ZCTA5 62207,5970,50.4,25.5,13,18.7,19212,28529,17.8,61.5
927,8600000US62208,62208,ZCTA5 62208,14156,67.1,2.9,3.3,7.6,62201,69368,12.5,30.8
928,8600000US62214,62214,ZCTA5 62214,878,72.9,1.7,1.5,8.8,59444,70913,6.1,18.8
929,8600000US62215,62215,ZCTA5 62215,1346,77,2.2,1.5,5.5,75625,81129,6.6,26
930,8600000US62216,62216,ZCTA5 62216,2096,72.8,1.9,3,5,75781,84329,3.2,17.4
931,8600000US62217,62217,ZCTA5 62217,553,59.3,10.7,5.2,14.4,37596,49746,6.4,32.9
932,8600000US62218,62218,ZCTA5 62218,1275,79.5,2.6,4,5.8,78958,88039,4.5,13.8
933,8600000US62219,62219,ZCTA5 62219,765,75.8,1.8,5.1,17.3,49792,57166,11.3,35.4
934,8600000US62220,62220,ZCTA5 62220,16372,67.5,6.3,7.1,11.6,51992,62593,14.4,29.7
935,8600000US62221,62221,ZCTA5 62221,22090,69.9,5.5,3.4,9.6,56924,78089,9,28.7
936,8600000US62223,62223,ZCTA5 62223,13934,62.5,7.9,3.5,9.9,54537,72583,9.4,32.4
937,8600000US62225,62225,ZCTA5 62225,3632,80.5,3.6,0.5,5.7,51461,63586,3.9,11.9
938,8600000US62226,62226,ZCTA5 62226,24086,67.7,8.4,4.4,11.6,51267,65447,11.1,29.7
939,8600000US62230,62230,ZCTA5 62230,5017,74.3,5.2,1.8,10.2,68961,78050,5.1,24.2
940,8600000US62231,62231,ZCTA5 62231,5856,65.9,4.2,5.2,12.7,51644,71481,10.2,31.2
941,8600000US62232,62232,ZCTA5 62232,5680,61,4.4,6.4,16.6,42033,72251,14.9,36.8
942,8600000US62233,62233,ZCTA5 62233,8275,39.1,5.3,5.7,14.8,46380,54778,7.8,40
943,8600000US62234,62234,ZCTA5 62234,26050,66.3,7.2,5.1,12.7,52289,64964,11.2,32.8
944,8600000US62236,62236,ZCTA5 62236,9835,67.1,1.3,3.1,8.6,68551,86200,3.7,25.3
945,8600000US62237,62237,ZCTA5 62237,2242,57.9,3.8,4.9,11.1,52205,60520,11.9,30.9
946,8600000US62238,62238,ZCTA5 62238,618,64.4,11.1,6.8,5.7,45104,52575,15.4,35.7
947,8600000US62239,62239,ZCTA5 62239,3837,67.1,6.7,7.1,8.8,53750,59391,11.3,30.3
948,8600000US62240,62240,ZCTA5 62240,1838,56.4,8.8,14.4,10.4,40018,49407,14.3,39.2
949,8600000US62241,62241,ZCTA5 62241,1056,65.4,4.1,8.5,9,58750,62377,12.4,24.3
950,8600000US62242,62242,ZCTA5 62242,1112,61.5,4.2,2.2,14.3,53869,60093,12.2,38.1
951,8600000US62243,62243,ZCTA5 62243,4937,66.5,4.2,1.9,7.8,75286,80332,6.5,27.7
952,8600000US62244,62244,ZCTA5 62244,1066,76.3,0,2.8,8.4,72222,83336,4.8,20.7
953,8600000US62245,62245,ZCTA5 62245,1305,70,1.7,5.5,9.9,62969,76239,3.7,24.4
954,8600000US62246,62246,ZCTA5 62246,7977,60.7,10.6,5.3,8.9,53050,66908,6.2,38.3
955,8600000US62248,62248,ZCTA5 62248,177,73.4,4.8,6.7,13.5,57679,57377,3.4,35.2
956,8600000US62249,62249,ZCTA5 62249,12156,70.6,4,5,6.7,69653,77767,4.9,25.1
957,8600000US62250,62250,ZCTA5 62250,429,78.1,2.4,5.8,11.1,60208,64870,7.4,17.8
958,8600000US62253,62253,ZCTA5 62253,714,47.3,16.7,16.9,18.5,23947,35601,14.7,54
959,8600000US62254,62254,ZCTA5 62254,4529,60.5,4.4,4.3,10.3,67009,86789,7.7,30.5
960,8600000US62255,62255,ZCTA5 62255,743,65.8,5.3,5,15.6,45694,62130,15.2,46.1
961,8600000US62257,62257,ZCTA5 62257,2469,62.3,6.2,5.7,9.3,53488,59203,9.8,35.6
962,8600000US62258,62258,ZCTA5 62258,7338,68.4,1.3,3.1,7.8,68985,77269,6.9,27.2
963,8600000US62260,62260,ZCTA5 62260,5502,69.9,2.6,6.1,7.6,76271,84885,7,22.7
964,8600000US62261,62261,ZCTA5 62261,117,49.6,14.1,0,0,36250,58754,4.5,37.7
965,8600000US62262,62262,ZCTA5 62262,1361,55.3,7.2,10.7,11.9,42723,50280,15.1,44.1
966,8600000US62263,62263,ZCTA5 62263,4251,64.8,6.3,3.8,12.7,48458,59753,8,34.3
967,8600000US62264,62264,ZCTA5 62264,2677,68.1,1.4,3,10.8,61535,78800,8.4,28.5
968,8600000US62265,62265,ZCTA5 62265,3506,72.8,4,4.3,3.9,65563,73223,5.6,28.7
969,8600000US62266,62266,ZCTA5 62266,264,83.3,0,0,0,90690,116260,6.1,12.9
970,8600000US62268,62268,ZCTA5 62268,702,68.4,5.4,5.7,3.6,67159,77117,7.2,28.3
971,8600000US62269,62269,ZCTA5 62269,24186,69.1,4.8,3.1,8.1,75903,95792,4.6,26.7
972,8600000US62271,62271,ZCTA5 62271,1577,68.5,3,2.8,11.4,56000,65845,4.9,27.9
973,8600000US62272,62272,ZCTA5 62272,1172,59.6,7.7,2.6,15.5,34839,48394,11.7,25.4
974,8600000US62273,62273,ZCTA5 62273,206,43.7,22.8,4,14.9,30547,30216,2.3,86
975,8600000US62274,62274,ZCTA5 62274,6914,45,12.1,2.4,13.3,46516,53477,13.9,31
976,8600000US62275,62275,ZCTA5 62275,2947,59.7,3.4,2.8,10.3,52296,64182,6,32.8
977,8600000US62277,62277,ZCTA5 62277,910,64.7,6.9,1.5,12.2,41023,48843,12.3,38.9
978,8600000US62278,62278,ZCTA5 62278,5740,69,1.8,3.4,11.5,55852,72504,5.9,28.2
979,8600000US62279,62279,ZCTA5 62279,44,100,0,0,57.9,-,N,27.4,0
980,8600000US62280,62280,ZCTA5 62280,435,61.6,0.5,5.8,7.4,44097,62625,9.7,23.7
981,8600000US62281,62281,ZCTA5 62281,1714,68.6,1.5,1.3,6.3,78516,86879,3.4,20.8
982,8600000US62282,62282,ZCTA5 62282,394,67.3,4,3.5,13.9,52778,66342,3.4,29.9
983,8600000US62284,62284,ZCTA5 62284,497,65.4,9.8,7.3,8.8,43355,48418,9.6,33.9
984,8600000US62285,62285,ZCTA5 62285,3425,68.1,2.9,2.4,5.3,74231,83186,2.5,30.1
985,8600000US62286,62286,ZCTA5 62286,5212,62.2,10.8,6.7,9.7,44974,56451,11.7,35.3
986,8600000US62288,62288,ZCTA5 62288,2274,64.3,3.8,4.8,15.3,48262,55436,7.1,31.4
987,8600000US62289,62289,ZCTA5 62289,282,57.4,8.6,1.6,16.4,43750,49877,19,33.3
988,8600000US62292,62292,ZCTA5 62292,597,48.1,16,2.9,18.2,37188,44265,11.3,41.3
989,8600000US62293,62293,ZCTA5 62293,3919,69.9,2.2,3.2,8.9,75160,82505,6,22.9
990,8600000US62294,62294,ZCTA5 62294,11846,65,3.5,1.4,6.6,77671,89551,7.4,22.7
991,8600000US62295,62295,ZCTA5 62295,1212,77.2,1.2,0.8,8,70957,77639,3.5,26.3
992,8600000US62297,62297,ZCTA5 62297,203,31,20.2,5.6,24.2,25000,37590,3.4,69.5
993,8600000US62298,62298,ZCTA5 62298,13256,67.5,2.8,1.3,8.1,69083,83878,7.7,22.8
994,8600000US62301,62301,ZCTA5 62301,26344,63.7,7.4,9.7,15,37059,50099,10.3,43.4
995,8600000US62305,62305,ZCTA5 62305,14999,68.4,6,6.7,7.9,59873,73850,6.6,30.7
996,8600000US62311,62311,ZCTA5 62311,821,67.1,5,5,9.1,51607,65712,13,31.8
997,8600000US62312,62312,ZCTA5 62312,1757,58.4,6.9,7.1,12.8,38931,51705,21.6,36.9
998,8600000US62313,62313,ZCTA5 62313,204,59.3,0,31.2,5.8,27368,39799,9.7,38.5
999,8600000US62314,62314,ZCTA5 62314,411,65.9,6.4,2.5,9.8,37333,50372,13.3,48.8
1000,8600000US62316,62316,ZCTA5 62316,503,68.4,3.7,3.7,16.1,48750,50211,7.2,55.9
1001,8600000US62319,62319,ZCTA5 62319,241,52.7,11.9,8.1,8.9,37292,45109,14.1,49.2
1002,8600000US62320,62320,ZCTA5 62320,1725,62.6,3.6,5,15,48984,58339,8.3,32
1003,8600000US62321,62321,ZCTA5 62321,3319,60.7,6.4,5.6,8.4,49882,59604,10.1,37.7
1004,8600000US62323,62323,ZCTA5 62323,145,59.3,0,3.7,15.9,57321,58926,6.1,55.5
1005,8600000US62324,62324,ZCTA5 62324,974,56.3,11.6,12.9,16.1,34464,53479,27.6,39.2
1006,8600000US62325,62325,ZCTA5 62325,292,49.7,0.7,16.4,13.7,35000,45690,11,47.6
1007,8600000US62326,62326,ZCTA5 62326,1879,63,8.7,9.1,12.1,38934,49035,12.8,37.1
1008,8600000US62330,62330,ZCTA5 62330,1401,62.7,7.9,6.4,16.1,39271,48252,9.1,43.6
1009,8600000US62334,62334,ZCTA5 62334,107,63.6,3.2,15.9,22.2,32083,43690,9.9,60.3
1010,8600000US62336,62336,ZCTA5 62336,75,56,0,0,22.6,37031,56897,3.2,44.2
1011,8600000US62338,62338,ZCTA5 62338,1108,74.5,2.6,0,8.6,58795,64036,6,25.9
1012,8600000US62339,62339,ZCTA5 62339,749,63.7,3.6,3,17.9,42083,49888,9.3,41.2
1013,8600000US62340,62340,ZCTA5 62340,1206,56.6,7.8,12.3,13.7,38036,47588,7.3,47
1014,8600000US62341,62341,ZCTA5 62341,2849,69.5,4.5,7.8,7.7,49200,56979,6.7,35.7
1015,8600000US62343,62343,ZCTA5 62343,443,70.2,6.3,5.5,16.1,31838,44242,12.8,41.7
1016,8600000US62344,62344,ZCTA5 62344,110,43.6,0,35.1,0,46375,50732,0,57.5
1017,8600000US62345,62345,ZCTA5 62345,323,65.3,6.3,7.5,8,42500,46169,8.6,39.5
1018,8600000US62346,62346,ZCTA5 62346,171,49.7,6.8,12.5,2.3,28750,34700,25.7,57.9
1019,8600000US62347,62347,ZCTA5 62347,2054,67.4,4.3,3.5,6,60597,58526,8.8,26.5
1020,8600000US62348,62348,ZCTA5 62348,132,81.1,1.4,4.3,28.6,33375,42186,24.1,29.9
1021,8600000US62349,62349,ZCTA5 62349,420,60.5,4,2.2,12.9,46875,50988,6.5,52.1
1022,8600000US62351,62351,ZCTA5 62351,1384,65.6,5.6,7,13.7,50054,60213,10.8,35.1
1023,8600000US62352,62352,ZCTA5 62352,246,65.4,4.3,0,15.7,43558,56933,3.3,51.1
1024,8600000US62353,62353,ZCTA5 62353,4765,44.1,6.4,9.8,10.9,39375,61388,8.1,29.5
1025,8600000US62354,62354,ZCTA5 62354,1368,51.9,9.6,4,16.7,39196,60555,17.5,40.9
1026,8600000US62355,62355,ZCTA5 62355,682,54.7,17.1,10,4.3,31917,46400,14.4,48.7
1027,8600000US62356,62356,ZCTA5 62356,503,64.2,6.3,8.5,11,40000,48144,21.1,36.7
1028,8600000US62357,62357,ZCTA5 62357,144,54.2,9.2,13.2,13.2,38750,40511,10.2,60.9
1029,8600000US62358,62358,ZCTA5 62358,564,58.2,4.7,11.1,21.2,31724,49288,12.8,44.9
1030,8600000US62359,62359,ZCTA5 62359,135,60.7,0,0,0,77813,81934,0,54.2
1031,8600000US62360,62360,ZCTA5 62360,1600,60.2,1.2,10.5,15.2,45000,53123,9,26
1032,8600000US62361,62361,ZCTA5 62361,590,55.1,4.8,5.2,16.5,38942,53163,15.7,46.8
1033,8600000US62362,62362,ZCTA5 62362,309,54,10.6,9.6,13.3,38750,41251,9.9,57.1
1034,8600000US62363,62363,ZCTA5 62363,4962,59.3,8.2,8.4,11.1,45025,57655,12.7,35.6
1035,8600000US62365,62365,ZCTA5 62365,539,75.5,0.9,9.5,7.4,57083,67334,9.3,28.3
1036,8600000US62366,62366,ZCTA5 62366,1320,59.7,5.1,6,19.2,40556,47729,13.1,43.2
1037,8600000US62367,62367,ZCTA5 62367,882,52.7,11,3.3,14.4,41875,53533,8.6,41.3
1038,8600000US62370,62370,ZCTA5 62370,431,47.8,7.2,8.7,9.6,36111,41257,8.5,48.1
1039,8600000US62373,62373,ZCTA5 62373,222,60.4,0,0,0,58382,62204,5.7,34.4
1040,8600000US62374,62374,ZCTA5 62374,253,69.6,1.5,4.6,36.2,28333,35855,19.6,46.8
1041,8600000US62375,62375,ZCTA5 62375,438,71.7,10.6,8.3,0.6,53333,75932,23.2,16.8
1042,8600000US62376,62376,ZCTA5 62376,905,67.6,5.2,7.1,7.1,50594,56885,12.7,24.6
1043,8600000US62378,62378,ZCTA5 62378,796,61.7,4.4,8.3,13.6,50163,57282,5.4,26.8
1044,8600000US62379,62379,ZCTA5 62379,1716,64.7,8.2,5.2,13,46400,51185,9.1,33.4
1045,8600000US62380,62380,ZCTA5 62380,280,65.4,8.4,7,7.7,42132,55046,9.6,50.1
